fraktion,redner_id,vorname,nachname,anzahl_reden,wortanzahl_gesamt
SPD,11005077,Frauke,Heiligenstadt,28,13762
SPD,11005165,Rasha,Nasr,28,13312
SPD,11005251,Carmen,Wegge,29,13056
SPD,11004396,Nina,Scheer,19,12556
SPD,11005043,Felix,Döring,28,12188
SPD,11005267,Armand,Zorn,19,12081
SPD,11004826,Siemtje,Möller,18,11946
SPD,11005191,Sebastian,Roloff,27,11846
SPD,11004368,Mahmut,Özdemir,20,11680
SPD,11005600,Ingo,Vogel,20,11529
SPD,11005005,Adis,Ahmetovic,19,11281
SPD,11005558,Philipp,Rottwilm,21,11218
SPD,11005247,Carolin,Wagner,23,11137
SPD,11005143,Parsa,Marvi,23,10949
SPD,11005140,Holger,Mann,19,10807
SPD,11005025,Jakob,Blankenburg,19,10465
SPD,11004710,Wiebke,Esdar,18,10444
SPD,11005036,Isabel,Cademartori,21,10179
SPD,11005049,Sonja,Eichwede,19,9972
SPD,11003809,Matthias,Miersch,9,9414
SPD,11005194,Thorsten,Rudolph,17,9310
SPD,11005131,Esra,Limbacher,21,9307
SPD,11005105,Helmut,Kleebank,14,8739
SPD,11005174,Christos,Pantazis,21,8574
SPD,11004444,Dirk,Wiese,18,8351
SPD,11005249,Maja,Wallstein,15,8269
SPD,11004381,Martin,Rabanus,17,7988
SPD,11004270,Johannes,Fechner,14,7662
SPD,11005103,Franziska,Kersten,19,7648
SPD,11005015,Daniel,Baldy,12,7617
SPD,11005208,Christoph,Schmid,18,7530
SPD,11005241,Derya,Türk-Nachbaur,16,7430
SPD,11004392,Bernd,Rützel,16,7397
SPD,11005221,Lina,Seitzl,14,7252
SPD,11005416,Daniel,Bettermann,11,7170
SPD,11005041,Jan,Dieren,12,7092
SPD,11005178,Jens,Peick,12,7070
SPD,11004701,Esther,Dilcher,10,6962
SPD,11003758,Martin,Gerster,12,6924
SPD,11005553,Truels,Reichardt,13,6912
SPD,11005240,Anja,Troff-Schaffarzyk,12,6814
SPD,11004424,Michael,Thews,13,6514
SPD,11004881,Johannes,Schraps,14,6477
SPD,11005424,Hendrik,Bollmann,14,6460
SPD,11005204,Johannes,Schätzl,15,6381
SPD,11004949,Isabel,Mackensen-Geis,11,6370
SPD,11004614,Angelika,Glöckner,15,6273
SPD,11005088,Jasmina,Hostert,20,6218
SPD,11005217 999990074,SvenjaSvenja,SchulzeSchulze,11,5910
SPD,11004412,Svenja,Stadler,10,5707
SPD,11004825,Claudia,Moll,15,5672
SPD,11004401,Dagmar,Schmidt,9,5271
SPD,11005044,Falko,Droßmann,12,5247
SPD,11003545,Bettina,Hagedorn,9,5233
SPD,11005606,Daniel,Walter,8,5192
SPD,11005000,Sanae,Abdi,13,4963
SPD,11005137,Tanja,Machalet,10,4883
SPD,11005300,Daniel,Rinkert,9,4759
SPD,11005108,Annika,Klose,9,4758
SPD,11005614,Serdar,Yüksel,10,4646
SPD,11004296,Gabriela,Heinrich,11,4597
SPD,11004639,Jürgen,Coße,9,4445
SPD,11005414,Jens,Behrens,8,4423
SPD,11005560,Daniela,Rump,10,4208
SPD,11004267,Saskia,Esken,11,4189
SPD,11005314,Heike,Heubach,11,4050
SPD,11005236,Ruppert,Stüwe,8,3773
SPD,11005154,Matthias David,Mieves,8,3741
SPD,11004063,Oliver,Kaczmarek,6,3733
SPD,11004257,Lars,Castellucci,7,3722
SPD,11005084,Nadine,Heselhaus,9,3720
SPD,11005153,Kathrin,Michel,8,3715
SPD,11003142,Hubertus,Heil,6,3658
SPD,11004317,Frank,Junge,6,3615
SPD,11004878,Uwe,Schmidt,4,3570
SPD,11004261,Sabine,Dittmar,9,3492
SPD,11005452,Nancy,Faeser,9,3453
SPD,11004407,Andreas,Schwarz,4,3025
SPD,11004921,Markus,Töns,6,2696
SPD,11004289,Metin,Hakverdi,5,2659
SPD,11005135,Bettina,Lugk,4,2507
SPD,11005116,Martin,Kröber,4,2442
SPD,11004124,Aydan,Özoğuz,5,2238
SPD,11004844,Josephine,Ortleb,6,2081
SPD,11004942,Marja-Liisa,Völlers,5,2065
SPD,11005109,Tim,Klüssendorf,2,1623
SPD,11004453,Stefan,Zierke,2,1112
SPD,11003797,Karl,Lauterbach,2,987
SPD,11005096,Macit,Karaahmetoğlu,2,741
SPD,11003804,Katja,Mast,2,588
SPD,11004433,Dirk,Vöpel,1,505
SPD,11004150,Stefan,Schwartze,1,349
SPD,11003440,Kerstin,Griese,1,239
